P(1h);0; 50; 100; 150; 200; 250; 300; 350; 400; 450; 500; 550; 600; 650; 700; 750; 800; 850; 900; 950; 1000; 1050; 1100; 1150; 1200; 1250; 1300; 1350; 1400; 1450; 1500; 1550; 1600; 1650; 1700; 1750; 1800; 1850; 1900; 1950; 2000; 2050; 2100; 2150; 2200; 2250; 2300; 2350; 2400; 2450; 2500; 2550; 2600; 2650; 2700; 2750; 2800; 2850; 2900; 2950; 3000; 3050; 3100; 3150; 3200; 3250; 3300; 3350; 3400; 3450; 3500; 3550; 3600; 3650; 3700; 3750; 3800; 3850; 3900; 3950; 4000; 4050; 4100; 4150; 4200; 4250; 4300; 4350; 4400; 4450; 4500; 4550; 4600; 4650; 4700; 4750; 4800; 4850; 4900; 4950; 
500;0.003829660257063637;0.019512432916317678;0.037974571351334585;0.04887414635875755;0.049284810023738725;0.054980183262353516;0.0590210841816197;0.06987708156991697;0.09591507829937972;0.13732489552450466;0.175622975302569;0.09087484655507842;0.04276146202173563;0.019024215861367037;0.009578212963086063;0.006565448413700803;0.003937496399306894;0.003581489409161345;0.003013503153099255;0.0024226201819033226;0.0029566306671216466;0.0029736185525435295;0.0030253208125231735;0.002562216283848362;0.002193653030564899;0.002053318324905865;0.001982412368362353;0.001852418114699248;0.0015754417219511546;0.0015451589696773632;0.0015303868953974648;0.0014365842237201107;0.0010702367815786326;0.001013364295601024;0.0009409811316295223;0.0010960879115684545;0.0011669938681119665;0.0011034739487084037;0.0010104098807450443;0.001573964514523165;0.0023022277765221513;0.00275277604205905;0.002724709100927243;0.0032904795458473485;0.003064466809364904;0.002949244629981697;0.0024159727484773684;0.002349498414217826;0.0016175421336488648;0.001250456087793392;0.001230513787515529;0.0007681478625547121;0.0005140681849404612;0.0002961800893119611;0.0002577726961842255;0.00024669364047430177;0.00015658398736692207;0.00014181191308702376;0.0002385689996203577;0.0002297057550524187;0.00016544723193486106;0.0002252741327684492;0.00015879979850890683;0.00014993655394096784;0.00014255051680101867;0.00012999425366310512;0.00012703983880712547;0.0001004501051033085;8.715523825140003e-05;0.00013221006480508985;0.00018834394706870343;0.00011448357566921189;9.010965310737969e-05;6.64743342595424e-05;4.5793430267684756e-05;2.437392256183221e-05;2.2896715133842378e-05;4.5054826553689844e-05;8.272361596743053e-05;4.5793430267684756e-05;5.539527854961866e-05;9.010965310737969e-05;6.573573054554747e-05;2.6589733703816956e-05;3.471437455776103e-05;3.175995970178137e-05;8.863244567938985e-06;2.2158111419847463e-05;2.2158111419847463e-05;1.624928170788814e-05;8.12464085394407e-06;1.0340451995928816e-05;1.1817659423918646e-05;4.431622283969492e-06;1.4772074279898308e-06;1.4772074279898308e-06;1.4772074279898308e-06;3.6930185699745774e-06;2.215811141984746e-06;0.0;
550;0.0031735885811686685;0.018088112068409858;0.03955123935572123;0.050854407035787697;0.05339327790072263;0.056350220942640854;0.05421241289416955;0.05884880648002922;0.06706164192252326;0.0834300181194451;0.12089447750825402;0.1399995702898395;0.08244526566830673;0.040056148794304906;0.018422927901796903;0.00894244748583747;0.00640447185040357;0.004775154158520078;0.00437588180105852;0.003270273367280436;0.002872791468820947;0.003323091907841494;0.004041961197172507;0.0033991864154294593;0.00257468004497633;0.0021566078679930386;0.002027694819844015;0.0019140006732125848;0.0018755058046680847;0.0016830314619455844;0.0014816048242127353;0.00159977511834934;0.001507566479742747;0.0011646935808463858;0.0011718554168546648;0.0011700649578525952;0.0014878714307199794;0.001273016350471607;0.0015603850203038051;0.0017045169699704216;0.0035137757915619247;0.0038306870349282744;0.004355291522534717;0.004919286108186695;0.0043749865715574845;0.004177140851828775;0.0035567468076115995;0.0029363527633944238;0.0026337651920446325;0.002007999770821248;0.0014780239062085955;0.0010877038437573856;0.000851363255484176;0.0006409843227409779;0.0004780525535526287;0.00038047253793982623;0.0003706250134284425;0.00026319747330425626;0.00024081673577838414;0.0002551404077949423;0.0001772554412049073;0.00023544535877217484;0.00016561745769145378;0.0001450271791676514;0.0001772554412049073;0.00017188406419869798;0.0002255978342607911;0.00022380737525872133;0.0001333891956541979;0.00010921799912625601;0.00010653231062315135;8.50468025983141e-05;0.00010295139261901182;7.96754255921048e-05;9.668478611176761e-05;9.668478611176761e-05;3.401872103932564e-05;3.9390098045534955e-05;4.2971016049674494e-05;9.220863860659319e-05;6.177083557140708e-05;7.609450758796525e-05;8.325634359624433e-05;4.655193405381403e-05;3.759963904346518e-05;4.655193405381403e-05;4.565670455277915e-05;3.401872103932564e-05;3.04378030351861e-05;1.9695049022767478e-05;1.2533213014488395e-05;1.4323672016558164e-05;1.4323672016558164e-05;1.7904590020697705e-06;5.371377006209312e-06;8.952295010348852e-06;1.700936051966282e-05;2.685688503104656e-06;8.057065509313968e-06;0.0;
600;0.0018763208108496276;0.016784300047190136;0.038776954800057446;0.04968197952358481;0.05582080059090256;0.05930261187139662;0.05191735571103223;0.05333511151234124;0.05345206097786167;0.05695849319846529;0.07185723958226471;0.10699850222614334;0.12700609368267712;0.0736904737479226;0.03759412380229385;0.016708385481852314;0.010297708200824802;0.007866390365005436;0.005665893842713227;0.0037864954143499046;0.0036777529288660005;0.003271507417058208;0.0030827468762182238;0.002859106670223025;0.00278421797738977;0.0025790434764767435;0.0019532612486920127;0.0020137877264613554;0.002074314204230698;0.0017378280227333346;0.001654732349863559;0.001671146309936601;0.001594205872094216;0.0018065614805391986;0.0016885861425142083;0.0012772112681835902;0.0013110650608342395;0.001252590328074027;0.0015377828843431338;0.0018917088984181046;0.0033217751697818994;0.0045794948603787525;0.004915981041876115;0.006240382445269702;0.0055807464248343215;0.006331685098175999;0.00495086070703133;0.004397915427070724;0.0031976445967295186;0.0021574098771004737;0.0017911733929707216;0.001415704056299883;0.0010812696198116499;0.0008535259237981903;0.0005970577976569072;0.0005365313198875644;0.0005344795748784341;0.0003939350417530109;0.00037239171915714314;0.0003087876238741049;0.00039803853177127147;0.0002728820862143253;0.000255442253636718;0.00023492480354541536;0.0002544163811321529;0.00034366728902931944;0.0003641847391206221;0.00033238269147910297;0.0002359506760499805;0.00032417571144258194;0.00026775272369149964;0.00023389893104085025;0.0002041486284084614;0.00015182913067563963;0.0001261823180615113;9.745788793368761e-05;5.950060526477769e-05;7.488869283325468e-05;9.232852541086194e-05;8.20698003652106e-05;7.283694782412442e-05;8.309567286977574e-05;0.0001354151706025975;0.00010874248548390406;6.257822277847309e-05;8.514741787890601e-05;8.822503539260141e-05;5.539711524651716e-05;5.950060526477769e-05;2.8724430127823714e-05;2.8724430127823714e-05;1.3336342559346724e-05;2.5646812614128315e-05;2.6672685118693448e-05;2.2569195100432917e-05;1.6413960073042124e-05;1.2310470054781591e-05;1.0258725045651326e-05;3.077617513695398e-06;0.0;
650;0.0024443541992999556;0.02104774612751639;0.03920635841503742;0.05770532381891667;0.06019093294141156;0.06421070952021814;0.056475411421167646;0.049289319487149735;0.046312518935365136;0.0442794247516647;0.048911579096646104;0.06141311004106154;0.09466715656887961;0.09214544938858915;0.05912604023644228;0.030598260847144062;0.01723682259738418;0.010975098786202807;0.00712936641462487;0.0054649881069791725;0.004839718177305925;0.004273752199725397;0.003874095131274455;0.0036446146210026235;0.0038109235301322093;0.00337645762023554;0.0033906390000837993;0.0023450845403621408;0.0022612854776224273;0.002016334371152495;0.002395363978005969;0.002159437385984929;0.0020150451548026534;0.002025358885601387;0.0017198146106888927;0.0017159469616393674;0.002026648101951229;0.0017739616973822462;0.0018139274042273403;0.0019815255297067676;0.0032642957977993075;0.005185228159063513;0.00680448389446475;0.007296964540104298;0.007522577401326604;0.008414715115417094;0.007183513501318224;0.0058865618533774245;0.004824247581107824;0.003549212611114334;0.00285303578219979;0.001801035240728923;0.001293083998891274;0.001153848633108365;0.0008354121946974532;0.0007425886175088472;0.0005801473574287869;0.0006355836604719821;0.0005002159437385985;0.0005724120593297364;0.0005376032178840092;0.00035840214525600613;0.00027460308251629246;0.0004112600155995178;0.000272024649816609;0.00036742665970489836;0.0005118188908871742;0.00046411788594302955;0.0005956179536268879;0.00035324527985663913;0.0002681570007670837;0.0002385050247207235;0.00015212752928132634;0.0001856471543772118;0.0001031373079873399;9.54020098882894e-05;0.00012763241863433312;9.024514448892241e-05;0.00013665693308322535;0.00012505398593464962;0.00010958338973654864;0.00015470596198100984;0.00012247555323496612;0.00012247555323496612;0.00011216182243623214;9.54020098882894e-05;7.735298099050492e-05;8.379906273971367e-05;6.832846654161268e-05;1.675981254794273e-05;3.351962509588546e-05;2.3205894297151475e-05;1.675981254794273e-05;3.609805779556896e-05;2.062746159746798e-05;6.446081749208743e-06;1.2892163498417487e-05;1.4181379848259236e-05;1.5470596198100986e-05;0.0;
700;0.0024787657090019647;0.018386912366963534;0.04146114413702404;0.051298111014966306;0.06296252331164348;0.06460566226934358;0.06290473230267495;0.052958431083440845;0.0469341088782609;0.040967577682049484;0.041401791208894194;0.04639837060593092;0.057263080292016405;0.07360544047682269;0.06838394472055705;0.05107788041322133;0.02805831581380674;0.014597696481620898;0.010066568994655113;0.007595612881459707;0.006406992399701361;0.005132466364070861;0.0035518041728232314;0.0034440317506927113;0.0038844929541826632;0.003667386190760311;0.0038095208344396925;0.002809892571200085;0.0024022316700976825;0.002071104807899562;0.0021117147060936716;0.0023866124784845634;0.0028723693376525605;0.0024818895473245886;0.0021273338977067903;0.002297583086289786;0.002327259550354712;0.002502194496421643;0.0020570475354477554;0.0026521387359075845;0.004092228202637144;0.0051746381814262825;0.007770547827526638;0.00894667295599449;0.008763928414120999;0.008703013566829836;0.00881390982728298;0.008001711863400799;0.005697881100465764;0.004860692430002593;0.003736110633858034;0.0028317594394584515;0.002250725511450429;0.0017618448139598087;0.0012573449248560692;0.0012042396733714649;0.0008699889728507211;0.0009683898800133701;0.0007387877633005226;0.0006685014010414877;0.0005373001914912892;0.0003982893861345312;0.0003358126196820557;0.00033737453884336764;0.00045764231426438293;0.0003498698921338627;0.00042952776936076896;0.00046857574839356613;0.0004607661525870067;0.0005888435238145815;0.0005857196854919576;0.0004232800927155214;0.0004045370627797788;0.00023741171251940685;0.00019055413768005023;0.00014213464367938172;0.00012807737122757474;9.84009071626489e-05;0.000207735248454481;0.00022335444006759986;0.0001561919161311887;0.0001968018143252978;0.00022179252090628797;0.00011714393709839153;0.00011089626045314399;0.00011089626045314399;8.902939219477757e-05;8.746747303346568e-05;7.497211974297058e-05;7.18482814203468e-05;5.466717064591605e-05;2.4990706580990196e-05;2.9676464064925856e-05;2.3428787419678306e-05;1.2495353290495098e-05;1.8743029935742646e-05;6.09148472911636e-05;1.093343412918321e-05;6.247676645247549e-06;0.0;
750;0.0019698487129658493;0.018638947291623832;0.03777864737055043;0.05533981548420473;0.05977529133200241;0.061221173552293846;0.05822328931572629;0.0540249248870819;0.04220583260928681;0.036238252206960135;0.035536866680373806;0.03240633269882539;0.0367854324050062;0.043260398081884685;0.06327392835587274;0.09022172404873552;0.0486973795042879;0.024944784543651715;0.012867025263143931;0.008731669463365456;0.0077334801323844455;0.005475118224085214;0.005103698938138792;0.004394022802491162;0.004914673051541058;0.004100535241720998;0.003425679664130846;0.0026762086049889567;0.0028403626644027775;0.0022832337354831435;0.0022931824663567084;0.002485524596578963;0.002261678151923753;0.002278259370046361;0.0024440715512724425;0.002747507842916172;0.002989593627506251;0.002278259370046361;0.0026529948996173057;0.0030227560637514674;0.004642741074330285;0.005679067206993294;0.008443156268032074;0.009726542550721947;0.010209055998089843;0.010660065131024786;0.010741313099825565;0.008756541290549369;0.006536316183932136;0.00560942609087834;0.004216603768579255;0.0032648418483415464;0.0020411479508930645;0.0013977966877358678;0.0013115743534983053;0.0014591471947895181;0.0012767537954408283;0.0009683431383603165;0.0007892659826361484;0.0010064799400423153;0.0009700012601725773;0.0005521545634828518;0.0007295735973947591;0.0005621032943564166;0.0004344279148123338;0.00046593222924528927;0.00048251344736789745;0.00044437664568589864;0.0005654195379809383;0.0005703939034177207;0.0005455220762338084;0.0004510091329349419;0.000315043144329555;0.00023213705371651422;0.00026695761177399134;0.0001558634503525167;0.00020063273928355873;0.00026695761177399134;0.00014259847585443018;0.00016415405941382077;0.00015088908491573425;0.000207265226532602;0.0002487182718391224;0.00021223959196938443;0.0001757609120996465;0.00019897461747129792;0.00017244466847512487;0.0001956583738467763;0.00014259847585443018;8.124796880077999e-05;0.00012104289229503956;5.8034263429128555e-05;2.155558355939061e-05;2.9846192620694685e-05;4.642741074330285e-05;3.482055805747714e-05;3.482055805747714e-05;5.471801980460692e-05;1.658121812260816e-05;0.0;
800;0.002079307542232447;0.01979619810332931;0.037806944292040415;0.05488404791706576;0.06052496005981264;0.06416653802733602;0.057041468980562754;0.050147020806094345;0.03937107456307574;0.03481259264356614;0.03129004480368398;0.027241160618138333;0.02817852287331289;0.02962734270819578;0.03927250273862286;0.05957085919293854;0.07718173854660494;0.05339617132155059;0.022708716539050253;0.010100822237803597;0.008406502764660699;0.0071380879669840185;0.005598135690625819;0.004502686547177777;0.004182793079142016;0.00402470619086853;0.004102819712133075;0.002380602552824269;0.002685617254904878;0.00296831380805276;0.0027172346325595757;0.0026763180261829083;0.002040250781600174;0.002001194020967901;0.0031914952973800354;0.0035485856803036757;0.0031264006963262468;0.0031487188452589744;0.0030334084091065486;0.00316545745695852;0.003861039765361861;0.006356952754338555;0.00937920208897874;0.010629018429211481;0.010677374418565724;0.010688533493032087;0.011705869115215584;0.01080198408344012;0.007878306573252815;0.006440645812836284;0.005395412504486878;0.0037978050100524663;0.0031412794622813984;0.002639121111295029;0.0017575542284522922;0.00185984574439396;0.001486016749770774;0.0011493846700354673;0.0013651267763851666;0.0008201919732777364;0.0008573888881656155;0.0006156089413944007;0.0005319158828966725;0.0005988703296948551;0.0005021583509863691;0.0005784120265065215;0.0008778471913539491;0.0011066082179144062;0.0009671197870848592;0.0007811352126454632;0.0007346390690356142;0.0006695444679818256;0.0005895711009728853;0.00042776452121061077;0.00021202241486091144;0.00026595794144833627;0.0004110259095110652;0.00026595794144833627;0.0002362004095380329;0.00018226488295060807;0.00023806025528242688;0.0002678177871927302;0.0003291926967577309;0.00026223824995954837;0.00015064750529591075;0.0001766853457174262;0.00019342395741697184;0.0001432081223183349;0.0002231814893272752;0.00014506796806272888;0.00017296565422863827;0.00014134827657394096;0.00011717028189681948;0.00011903012764121344;8.36930584977282e-05;6.509460105378859e-05;3.905676063227316e-05;3.71969148878792e-05;1.487876595515168e-05;0.0;
850;0.0011490504216977125;0.015214489412050239;0.035863266792063586;0.048205130149869546;0.05532696741702567;0.06228573812268673;0.06034221224440264;0.05690454159334992;0.04347240762089679;0.03667859959953886;0.02935956556034221;0.02450928341726837;0.0211815878890844;0.019975653783144226;0.025597657909107455;0.03645485710818518;0.059828362963412415;0.07332306898853225;0.05015434439657788;0.019685546993507677;0.011058188216734422;0.007800649232449487;0.006882925793337783;0.005982267459498817;0.004973530125599175;0.004816151932528366;0.004869243371154663;0.003361825738729446;0.0030053546508100235;0.0022298404223044716;0.0020971118257387296;0.0029067562647897578;0.0021577877555973546;0.0020402281414962685;0.002521843334749105;0.004254899581336084;0.005187792002912445;0.004907165827316304;0.0037656998968509194;0.0043004065287300525;0.003697439475759966;0.005383092652144894;0.00803576846065166;0.010787042655178691;0.011217462532613312;0.011283826830896184;0.011335022146714398;0.010764289181481706;0.008646320004854074;0.007368333232206784;0.0066307414598628725;0.004848386020265761;0.003376994721194102;0.0025370123172137613;0.002464959650506644;0.0019890328256780537;0.0020819428432740732;0.00145432619379892;0.0017065105272738306;0.0015055215096171348;0.001679964807960682;0.0015529245798191857;0.0011433620532734663;0.000784994842545962;0.0010409714216370366;0.0007527607548085674;0.0007944754565863722;0.0006882925793337783;0.001004945088283478;0.0008589436320611614;0.0007394878951519932;0.0006257205266670711;0.0007679297372732237;0.0004645500879800983;0.0004247315090103756;0.00027304168436381287;0.0001953006492324495;0.00028252229840422305;0.00026545719313148474;0.00037922456161640675;0.0004778229476366725;0.00027304168436381287;0.0002901067896365512;0.0002351192282021722;0.0002578727018991566;0.00030906801771737153;0.0001953006492324495;0.00022184636854559797;0.0002901067896365512;0.00014979370183848068;0.0001232479825253322;9.480614040410169e-05;0.00014410533341423457;7.205266670711728e-05;0.00014410533341423457;0.0001175596141010861;6.067592985862509e-05;2.464959650506644e-05;5.309143862629695e-05;0.0;
900;0.0019496114474609394;0.015265868558748596;0.03254755316914591;0.05475120766329708;0.057435918508981;0.06241952716215106;0.057600288560757565;0.05289747874603914;0.0466536996959154;0.03782565816508232;0.032255339743765356;0.027689504972194065;0.027191828982092797;0.02309855810937914;0.022062113616232455;0.02546137760366728;0.033634221844779884;0.0499936078313198;0.05148663580162361;0.031228026920161814;0.014861792181464537;0.009601950524614416;0.007362408569158699;0.006163876941621236;0.004867179866494991;0.004271338428804938;0.003136728488069474;0.003396981070049037;0.0030568263795669763;0.002374234081217069;0.0027874421280442703;0.002935831758120337;0.0021322448383237907;0.002406194924618068;0.002239541955455716;0.002737217945556986;0.004106968377028372;0.003974559168652805;0.004257640924490225;0.0039060716470792354;0.005358007104438904;0.005937868120428458;0.007615812398980906;0.011309572729182076;0.014062771096439563;0.014930279703038106;0.012823146955957957;0.012361997644029258;0.010775370060908236;0.009579121350756559;0.008065547123980677;0.006188989032864879;0.004969911148855345;0.004054461277155303;0.0032211964313435424;0.0022852003031714288;0.0023331415682729274;0.002066040234136007;0.0025089262069784217;0.002116264416623291;0.002214429864212074;0.0014519354573596691;0.001856011834643728;0.0009222986238573999;0.000933713210786328;0.0012784337360399601;0.0005364855856596261;0.0007328164808371914;0.000947410715101042;0.0016596809394661626;0.00124190705786739;0.0010181811540603968;0.0008834890282990439;0.0008538111022838306;0.0008309819284259741;0.000454300559771343;0.00037668136865463115;0.0003492863600252034;0.0005342026682738405;0.0004017934598982732;0.00037668136865463115;0.0002785159210658485;0.0002739500862942772;0.00035156927741098907;0.00034015469048206086;0.00024198924289327818;0.0002739500862942772;0.0003150425992384188;0.00028308175583741975;0.00025112091243642077;0.00019176506040599403;0.00018263339086285147;0.00011414586928928216;8.903377804564008e-05;7.533627373092623e-05;9.131669543142573e-05;7.305335634514058e-05;5.250709987306979e-05;7.761919111671187e-05;0.0;
950;0.0013782771535580524;0.013774599931903303;0.0307170582226762;0.050470548178413344;0.057874021109976165;0.06086210418794689;0.05734831460674157;0.05305005107252298;0.046847803881511746;0.04137282941777324;0.03670139598229486;0.03256928838951311;0.028742254000680968;0.024670071501532175;0.02202247191011236;0.024457609805924412;0.024155260469867212;0.027960503915560094;0.03371876064010895;0.02796595165134491;0.022006128702757918;0.014365679264555668;0.009985699693564862;0.007678583588695948;0.007733060946544093;0.005848144364998298;0.005355124276472591;0.003758937691521961;0.0037671092951991826;0.003323118828736806;0.002511406196799455;0.0030888661899897856;0.002696629213483146;0.0024950629894450117;0.002397003745318352;0.003317671092951992;0.0035410282601293836;0.003331290432414028;0.003919645897173987;0.0038869594824651006;0.004916581545795029;0.006586312563840653;0.01023357167177392;0.013480422199523324;0.01555873340143003;0.013608443990466462;0.012567926455566905;0.013548518896833504;0.011712631937351038;0.010391556009533537;0.009056860742254001;0.00841130405175349;0.006624446714334355;0.005109976166155941;0.004341845420497106;0.0032032686414708886;0.0035137895812053115;0.0036309159005788218;0.0017923050732039495;0.0020265577119509704;0.0024133469526727955;0.0017078651685393258;0.0015662240381341505;0.0012311882873680628;0.0010187265917602996;0.0009370105549880831;0.0014463738508682328;0.0012992849846782432;0.0016315968675519237;0.0018903643173306096;0.0017187606401089547;0.0012584269662921348;0.0008198842356145727;0.0006510044262853251;0.0006373850868232891;0.0006237657473612529;0.0006591760299625468;0.0005529451821586653;0.0004957439564181137;0.00033775961865849507;0.00036227442969016;0.0005039155600953354;0.0005202587674497786;0.0003758937691521961;0.00021790943139257747;0.000473953013278856;0.0003922369765066394;0.0004194756554307116;0.00033775961865849507;0.00035137895812053117;0.0004330949948927477;0.00015253660197480422;0.0001361933946203609;0.0001470888661899898;9.805924412665985e-05;4.630575417092271e-05;2.99625468164794e-05;4.9029622063329925e-05;7.35444330949949e-05;0.0;
1000;0.0015740792793626963;0.015251373185757889;0.030797059514085696;0.04230172718825129;0.05406433222332085;0.0511278145761064;0.05349885416287752;0.0547951547458821;0.04973561420507343;0.04271839523278847;0.035390328671721795;0.03182880895770158;0.028760015740792795;0.027404191151425766;0.023505368734684968;0.021342663170182442;0.02542336449525296;0.028644274617310242;0.02480828309617426;0.0201158072612674;0.02272163598424598;0.01612769883498292;0.012324776206270524;0.009269210546331171;0.00962966147374826;0.00946101012238797;0.006316158452904937;0.0045734278221819516;0.0040145635402233475;0.0036276574988673904;0.003465619925991819;0.0030059623213039726;0.0030357243244852;0.0035714403817472943;0.0030125760997886898;0.003396175251902288;0.004242738897946091;0.0036871815052298453;0.004249352676430809;0.005148826550352349;0.005631632379736706;0.008429260678772086;0.01019844642343394;0.012708375358384122;0.0136607594601834;0.015353886752271007;0.012595941124143929;0.010912734499783399;0.010410087334944891;0.010800300265543206;0.00984460927450157;0.008839314944824553;0.007923306624691219;0.006289703338966068;0.005039699205354515;0.004537052040516007;0.004305569793550904;0.004616417382332614;0.0034027890303870052;0.004060859989616368;0.0036342712773521075;0.0025529184951008435;0.001937837096022143;0.0015211690514849586;0.0009589978802839956;0.0014914070483037312;0.0012466972443691943;0.0011607181240678706;0.0010350563328582435;0.001365745257094104;0.0013988141495176903;0.0014252692634565591;0.0012466972443691943;0.0009986805511922989;0.0008796325384673892;0.0007804258611966309;0.0006216951775634179;0.0004761920508996392;0.0005092609433232253;0.0005654780604433216;0.0004993402755961494;0.00044973693696077037;0.0006415365130175695;0.0004794989401419978;0.0004960333863537909;0.00043320249074897736;0.00038690604135595687;0.0005059540540808667;0.0005257953895350183;0.0005390229465044527;0.00016203757287557168;0.00020833402226859215;0.00014219623742142004;0.00013558245893670283;0.00013227556969434422;0.0003472233704476536;0.000234789136207461;0.00013888934817906143;0.00020502713302623354;0.0;
1050;0.0011717081615143005;0.010004875817833398;0.029995728934766094;0.03858321584754187;0.05490775633005885;0.05830570999845032;0.060668024840213025;0.05560322181947379;0.047465519652569635;0.03978138193528391;0.03882511688733837;0.033083746895918295;0.031450914877291916;0.0247343813191922;0.01934830347997324;0.019563746593541997;0.018573464211875074;0.02214528425262028;0.020228974452982374;0.016241387000086933;0.01726568671547524;0.017004887156944638;0.010303472413832204;0.008889863212521403;0.00967226188811321;0.008092345721942314;0.006803466744276583;0.006863942004225709;0.00419547115897056;0.004301302863881529;0.0041009785653000515;0.00442981279127342;0.0032467655185186585;0.0038666369329971918;0.003080458553658564;0.003054000627430822;0.0037041096718839176;0.003715448783124379;0.003080458553658564;0.004603679163627155;0.005529706581598134;0.007170098007718155;0.010212759523908516;0.013572916154831784;0.013656069637261832;0.016608018263528503;0.015723567586772548;0.013659849341008652;0.015474107139482407;0.013092893778985603;0.01212906932354642;0.010469779378692298;0.009196019216013849;0.0074649148999701405;0.0068526028929852476;0.005034565390764672;0.0038893151554781134;0.003976248341654981;0.003983807749148621;0.00443737219876706;0.0032732234447464007;0.0027932010689002197;0.0014551859425258249;0.0019087503921442637;0.0015647973511836142;0.0010847749753374332;0.001492982979994028;0.0019616662445997484;0.0015685770549304346;0.0016630696486009426;0.0019541068371061077;0.001957886540852928;0.001319116607640293;0.0012964383851593712;0.0006387699332126347;0.0007408219343767835;0.0006841263781744787;0.0006198714144785331;0.000548057043288947;0.0006614481556935567;0.0008731115655154949;0.0010129606041478468;0.0006501090444530958;0.0004989208945802828;0.0005178194133143844;0.0005027005983271032;0.0003552921522011105;0.0002948168922519853;0.00033639363346700887;0.0005140397095675641;0.0003590718559479308;0.00033639363346700887;0.00017764607610055525;0.0002192228173155788;0.00015118814987281296;0.0003250545222265479;0.00022300252106239912;0.0002305619285560398;0.00014362874237917232;0.0;
1100;0.0008112202900510194;0.012200116911159449;0.026265245175426388;0.038628401458605896;0.047420597837541205;0.05283668624464654;0.06062678697116589;0.06085742803402353;0.051564183828880235;0.041940884309647555;0.03484668334175041;0.030015150731887718;0.028285342760455398;0.02728324710803943;0.01966811546368795;0.019998170777777335;0.01538932609067375;0.021095704111375773;0.020133374159452506;0.014613894931066159;0.014761028022889137;0.013675424399438509;0.012796602418549904;0.010056745654603079;0.010418613529086622;0.008824008939329471;0.008004835509179912;0.007980976088884293;0.006330699518437367;0.0031494434790216045;0.003956687199023355;0.003101724638430368;0.0026682785030599705;0.0022308557976403035;0.002238808937738843;0.002700091063454128;0.0033283891312387414;0.0033005531408938533;0.002918802416163962;0.0033283891312387414;0.004970712561587129;0.007133966668389847;0.011969475848301806;0.013890159182099073;0.01472126232239644;0.015707451694615328;0.01620452295077404;0.01656639082525758;0.015361490100328862;0.012963618360619232;0.011066794447117584;0.01071287971273258;0.009921542272927908;0.007965069808687214;0.006199472706811467;0.006179589856565118;0.005579127779125393;0.004847438890059768;0.005543338648681966;0.0041594922715361094;0.00561889347961809;0.003515287923554417;0.0038294369574467238;0.0025092157010891823;0.0029943572471000865;0.0018133159424669845;0.00174173768158013;0.0011889944447316411;0.0016025577298556903;0.0021036055560636727;0.0017695736719250178;0.002127464976359291;0.0017616205318264785;0.0015946045897571508;0.0009384705316276498;0.0006322746378338828;0.0008470094204944467;0.0004692352658138249;0.0005805792271933766;0.0008271265702480982;0.00042946956532112794;0.0006680637682773101;0.0006282980677846131;0.0006998763286714677;0.0005805792271933766;0.0007396420291641648;0.0007277123190163556;0.001018001932613044;0.0008788219808886043;0.00047718840591236435;0.0005209306764543311;0.0004374227054196673;0.00022666449280837306;0.0004334461353703976;0.0002505239131039913;0.0002902896135966883;0.00032607874404011564;0.0001431565217737093;0.0001431565217737093;0.0;
1150;0.0008830459485421126;0.009347364430909192;0.024561599993107933;0.0384103449909757;0.043135717700979105;0.0462457624563323;0.053271362173757594;0.0556060495108787;0.04817984846070015;0.03850511089764851;0.032190255480269304;0.029196514337650924;0.026827366670830622;0.02256720841176648;0.021279253589258716;0.021059568987426287;0.017200012061115395;0.016407424478033693;0.018634423284844777;0.011255605188002636;0.011100533704356217;0.01088946418494859;0.01034240645097372;0.04804631468311573;0.010234717920663706;0.010450094981283733;0.010385481863097725;0.006612075761034844;0.004966595017897834;0.004255850717851743;0.0044496900724097675;0.005479192422173499;0.0043463090833121545;0.0038466343026736906;0.005414579303987491;0.004062011363293718;0.0034848008408320448;0.0033598821456724288;0.0038509418438860913;0.00564287898824472;0.006357930829503211;0.007813879759294597;0.013219843980857286;0.01596374773315644;0.014542259133064256;0.017217242225964997;0.0180399825975335;0.012720169200218822;0.013986586316664584;0.013176768568733281;0.013465373829964117;0.012517714763235998;0.009816886423060852;0.008205866009623046;0.007068675129549302;0.005677339317943925;0.006151168851307985;0.004841676322738218;0.004871829111225022;0.0048287536991010165;0.00462199172090579;0.003454648052345241;0.002851592282609164;0.0020331594522530593;0.0018996256746686424;0.001787629603146228;0.001473179094640988;0.0014516413885789852;0.0020546971583150623;0.0019340860043678468;0.002097772570439068;0.002071927323164664;0.0011070380915869412;0.001214726621896955;0.0012793397400829632;0.001348260399481372;0.0008916610309669138;0.0005987482285236764;0.000564287898824472;0.000611670852160878;0.0005815180636740742;0.0003015278848680385;0.0003359882145672429;0.0003962937915408506;0.0005556728163996709;0.000611670852160878;0.000611670852160878;0.0007538197121700962;0.0006159783933732786;0.0006676688879220852;0.0007193593824708918;0.0004738295333640605;0.0004006013327532511;0.0002067619781952264;0.00014214886000921815;0.0002455298491068313;0.0002842977200184363;0.00017660918970842254;0.0001033809890976132;0.0;
